date,Blockchain,isPartial
2020-10-18,17,False
2020-10-25,17,False
2020-11-01,22,False
2020-11-08,20,False
2020-11-15,19,False
2020-11-22,20,False
2020-11-29,19,False
2020-12-06,19,False
2020-12-13,22,False
2020-12-20,20,False
2020-12-27,24,False
2021-01-03,43,False
2021-01-10,38,False
2021-01-17,33,False
2021-01-24,31,False
2021-01-31,35,False
2021-02-07,46,False
2021-02-14,60,False
2021-02-21,51,False
2021-02-28,43,False
2021-03-07,47,False
2021-03-14,41,False
2021-03-21,38,False
2021-03-28,35,False
2021-04-04,37,False
2021-04-11,47,False
2021-04-18,46,False
2021-04-25,40,False
2021-05-02,44,False
2021-05-09,49,False
2021-05-16,43,False
2021-05-23,37,False
2021-05-30,33,False
2021-06-06,33,False
2021-06-13,28,False
2021-06-20,26,False
2021-06-27,25,False
2021-07-04,23,False
2021-07-11,23,False
2021-07-18,23,False
2021-07-25,25,False
2021-08-01,22,False
2021-08-08,26,False
2021-08-15,26,False
2021-08-22,27,False
2021-08-29,28,False
2021-09-05,28,False
2021-09-12,29,False
2021-09-19,28,False
2021-09-26,25,False
2021-10-03,28,False
2021-10-10,29,False
2021-10-17,37,False
2021-10-24,38,False
2021-10-31,41,False
2021-11-07,43,False
2021-11-14,42,False
2021-11-21,38,False
2021-11-28,40,False
2021-12-05,37,False
2021-12-12,35,False
2021-12-19,31,False
2021-12-26,30,False
2022-01-02,37,False
2022-01-09,37,False
2022-01-16,36,False
2022-01-23,35,False
2022-01-30,36,False
2022-02-06,36,False
2022-02-13,30,False
2022-02-20,27,False
2022-02-27,25,False
2022-03-06,27,False
2022-03-13,26,False
2022-03-20,28,True
